year_month,product,price,category
202008,蒜苔,6.08,蔬菜
202008,生菜,5.19,蔬菜
202008,南瓜,2.18,蔬菜
202008,大白菜,2.15,蔬菜
202008,土豆,2.31,蔬菜
202008,大葱,3.17,蔬菜
202008,冬瓜,1.52,蔬菜
202008,莴笋,3.54,蔬菜
202008,菜花,4.36,蔬菜
202008,葱头,1.64,蔬菜
202008,黄瓜,4.15,蔬菜
202008,青椒,3.69,蔬菜
202009,莲藕,7.09,蔬菜
202009,韭菜,4.20,蔬菜
202009,大蒜,6.47,蔬菜
202009,菠菜,7.41,蔬菜
202009,胡萝卜,2.72,蔬菜
202009,洋白菜,2.57,蔬菜
202009,茄子,3.75,蔬菜
202009,芹菜,4.29,蔬菜
202009,平菇,8.51,蔬菜
202009,香菇,11.78,蔬菜
202009,豆角,6.34,蔬菜
202009,西红柿,4.12,蔬菜
202009,生姜,12.89,蔬菜
202009,西葫芦,3.36,蔬菜
202009,白萝卜,2.25,蔬菜
202009,油菜,3.91,蔬菜
202009,蒜苔,6.51,蔬菜
202009,生菜,5.02,蔬菜
202009,南瓜,2.17,蔬菜
202009,大白菜,2.27,蔬菜
202009,土豆,2.20,蔬菜
202009,大葱,3.65,蔬菜
202009,冬瓜,1.58,蔬菜
202009,莴笋,4.23,蔬菜
202009,菜花,4.37,蔬菜
202009,葱头,1.83,蔬菜
202009,黄瓜,3.76,蔬菜
202009,青椒,4.20,蔬菜
202010,莲藕,6.70,蔬菜
202010,韭菜,4.08,蔬菜
202010,大蒜,6.59,蔬菜
202010,菠菜,5.28,蔬菜
202010,胡萝卜,2.50,蔬菜
202010,洋白菜,2.21,蔬菜
202010,茄子,3.64,蔬菜
202010,芹菜,4.13,蔬菜
202010,平菇,7.69,蔬菜
202010,香菇,11.62,蔬菜
202010,豆角,6.48,蔬菜
202010,西红柿,4.69,蔬菜
202010,生姜,14.25,蔬菜
202010,西葫芦,3.07,蔬菜
202010,白萝卜,2.03,蔬菜
202010,油菜,3.02,蔬菜
202010,蒜苔,6.82,蔬菜
202010,生菜,4.33,蔬菜
202010,南瓜,2.32,蔬菜
202010,大白菜,1.76,蔬菜
202010,土豆,2.12,蔬菜
202010,大葱,4.03,蔬菜
202010,冬瓜,1.73,蔬菜
202010,莴笋,4.09,蔬菜
202010,菜花,4.11,蔬菜
202010,葱头,2.07,蔬菜
202010,黄瓜,3.76,蔬菜
202010,青椒,4.80,蔬菜
202011,莲藕,6.37,蔬菜
202011,韭菜,4.54,蔬菜
202011,大蒜,6.70,蔬菜
202011,菠菜,3.88,蔬菜
202011,胡萝卜,2.42,蔬菜
202011,洋白菜,2.19,蔬菜
202011,茄子,3.93,蔬菜
202011,芹菜,3.52,蔬菜
202011,平菇,6.31,蔬菜
202011,香菇,11.33,蔬菜
202011,豆角,6.69,蔬菜
202011,西红柿,4.34,蔬菜
202011,生姜,14.02,蔬菜
202011,西葫芦,3.05,蔬菜
202011,白萝卜,1.83,蔬菜
202011,油菜,2.70,蔬菜
202011,蒜苔,7.21,蔬菜
202011,生菜,3.87,蔬菜
202011,南瓜,2.75,蔬菜
202011,大白菜,1.40,蔬菜
202011,土豆,2.20,蔬菜
202011,大葱,4.56,蔬菜
202011,冬瓜,1.99,蔬菜
202011,莴笋,3.20,蔬菜
202011,菜花,3.48,蔬菜
202011,葱头,2.26,蔬菜
202011,黄瓜,3.73,蔬菜
202011,青椒,4.83,蔬菜
202006,牛肉,70.93,畜禽产品
202006,羊肉,67.65,畜禽产品
202006,白条鸡,16.49,畜禽产品
202006,鸡蛋,6.40,畜禽产品
202006,猪肉,44.64,畜禽产品
202007,牛肉,71.79,畜禽产品
202007,羊肉,68.84,畜禽产品
202007,白条鸡,16.08,畜禽产品
202007,鸡蛋,6.83,畜禽产品
202007,猪肉,48,畜禽产品
202008,牛肉,73.31,畜禽产品
202008,羊肉,70.52,畜禽产品
202008,白条鸡,16.32,畜禽产品
202008,鸡蛋,8.14,畜禽产品
202008,猪肉,48.36,畜禽产品
202009,牛肉,74.81,畜禽产品
202009,羊肉,70.44,畜禽产品
202009,白条鸡,16.41,畜禽产品
202009,鸡蛋,8.34,畜禽产品
202009,猪肉,47.38,畜禽产品
202010,牛肉,75.25,畜禽产品
202010,羊肉,69.71,畜禽产品
202010,白条鸡,16.13,畜禽产品
202010,鸡蛋,7.95,畜禽产品
202010,猪肉,42.57,畜禽产品
202011,牛肉,75.67,畜禽产品
202011,羊肉,69.09,畜禽产品
202011,白条鸡,15.94,畜禽产品
202011,鸡蛋,7.68,畜禽产品
202011,猪肉,39.52,畜禽产品
202012,牛肉,76.25,畜禽产品
202012,羊肉,72.17,畜禽产品
202012,白条鸡,16.19,畜禽产品
202012,鸡蛋,7.97,畜禽产品
202012,猪肉,43.33,畜禽产品
202101,牛肉,77.74,畜禽产品
202101,羊肉,75.64,畜禽产品
202101,白条鸡,16.69,畜禽产品
202101,鸡蛋,9.48,畜禽产品
202101,猪肉,46.71,畜禽产品
202102,牛肉,78.36,畜禽产品
202102,羊肉,75.98,畜禽产品
202102,白条鸡,17.84,畜禽产品
202102,鸡蛋,8.79,畜禽产品
202102,猪肉,43.38,畜禽产品
202103,牛肉,77.90,畜禽产品
202103,羊肉,77.42,畜禽产品
202103,白条鸡,17.77,畜禽产品
202103,鸡蛋,8.19,畜禽产品
202103,猪肉,37.44,畜禽产品
202104,牛肉,77.07,畜禽产品
202104,羊肉,77.29,畜禽产品
202104,白条鸡,17.20,畜禽产品
202104,鸡蛋,8.58,畜禽产品
202104,猪肉,32.27,畜禽产品
202105,牛肉,76.90,畜禽产品
202105,羊肉,76.48,畜禽产品
202105,白条鸡,17.11,畜禽产品
202105,鸡蛋,9.13,畜禽产品
202105,猪肉,27.95,畜禽产品
202106,牛肉,76.94,畜禽产品
202106,羊肉,74.82,畜禽产品
202106,白条鸡,16.96,畜禽产品
202106,鸡蛋,9.07,畜禽产品
202106,猪肉,23.45,畜禽产品
202107,牛肉,76.40,畜禽产品
202107,羊肉,72.45,畜禽产品
202107,白条鸡,16.63,畜禽产品
202107,鸡蛋,9.21,畜禽产品
202107,猪肉,22.27,畜禽产品
202108,牛肉,75.79,畜禽产品
202108,羊肉,70.70,畜禽产品
202108,白条鸡,16.59,畜禽产品
202108,鸡蛋,10.45,畜禽产品
202108,猪肉,21.41,畜禽产品
202109,牛肉,76.55,畜禽产品
202109,羊肉,70.46,畜禽产品
202109,白条鸡,16.91,畜禽产品
202109,鸡蛋,10.47,畜禽产品
202109,猪肉,19.94,畜禽产品
202110,牛肉,76.67,畜禽产品
202110,羊肉,70.24,畜禽产品
202110,白条鸡,16.88,畜禽产品
202110,鸡蛋,9.99,畜禽产品
202110,猪肉,19.51,畜禽产品
202111,牛肉,76.99,畜禽产品
202111,羊肉,70.59,畜禽产品
202111,白条鸡,16.92,畜禽产品
202111,鸡蛋,10.60,畜禽产品
202111,猪肉,23.98,畜禽产品
202112,牛肉,77.21,畜禽产品
202112,羊肉,71.56,畜禽产品
202112,白条鸡,17.38,畜禽产品
202112,鸡蛋,10.10,畜禽产品
202112,猪肉,24,畜禽产品
202201,牛肉,77.33,畜禽产品
202201,羊肉,72.02,畜禽产品
202201,白条鸡,17.42,畜禽产品
202201,鸡蛋,9.75,畜禽产品
202201,猪肉,22.70,畜禽产品
202202,牛肉,78.29,畜禽产品
202202,羊肉,72.61,畜禽产品
202202,白条鸡,17.50,畜禽产品
202202,鸡蛋,9.06,畜禽产品
202202,猪肉,21.46,畜禽产品
202203,牛肉,77.99,畜禽产品
202203,羊肉,71.27,畜禽产品
202203,白条鸡,17.27,畜禽产品
202203,鸡蛋,9.11,畜禽产品
202203,猪肉,18.97,畜禽产品
202204,牛肉,77.50,畜禽产品
202204,羊肉,70.04,畜禽产品
202204,白条鸡,17.96,畜禽产品
202204,鸡蛋,10.15,畜禽产品
202204,猪肉,18.59,畜禽产品
202205,牛肉,77.73,畜禽产品
202205,羊肉,68.24,畜禽产品
202205,白条鸡,17.80,畜禽产品
202205,鸡蛋,10.49,畜禽产品
202205,猪肉,20.68,畜禽产品
202006,巨峰葡萄,10.32,水果
202006,鸭梨,3.95,水果
202006,西瓜,2.42,水果
202006,菠萝,4.63,水果
202006,富士苹果,6.87,水果
202006,香蕉,4.58,水果
202007,巨峰葡萄,10.25,水果
202007,鸭梨,3.87,水果
202007,西瓜,2.09,水果
202007,菠萝,5.34,水果
202007,富士苹果,6.86,水果
202007,香蕉,4.47,水果
202008,巨峰葡萄,8.93,水果
202008,鸭梨,3.79,水果
202008,西瓜,2.10,水果
202008,菠萝,5.63,水果
202008,富士苹果,6.76,水果
202008,香蕉,4.43,水果
202009,巨峰葡萄,7.83,水果
202009,鸭梨,3.88,水果
202009,西瓜,2.97,水果
202009,菠萝,5.58,水果
202009,富士苹果,6.67,水果
202009,香蕉,4.60,水果
202010,巨峰葡萄,7.48,水果
202010,鸭梨,4.52,水果
202010,西瓜,3.49,水果
202010,菠萝,5.58,水果
202010,富士苹果,6.68,水果
202010,香蕉,4.61,水果
202011,巨峰葡萄,7.34,水果
202011,鸭梨,5.17,水果
202011,西瓜,4.08,水果
202011,菠萝,5.81,水果
202011,富士苹果,6.59,水果
202011,香蕉,4.53,水果
202012,巨峰葡萄,7.36,水果
202012,鸭梨,5.59,水果
202012,西瓜,5.84,水果
202012,菠萝,5.94,水果
202012,富士苹果,6.76,水果
202012,香蕉,4.53,水果
202101,巨峰葡萄,7.77,水果
202101,鸭梨,5.67,水果
202101,西瓜,5.83,水果
202101,菠萝,5.67,水果
202101,富士苹果,6.93,水果
202101,香蕉,4.62,水果
202102,巨峰葡萄,8.46,水果
202102,鸭梨,5.95,水果
202102,西瓜,6.19,水果
202102,菠萝,5.84,水果
202102,富士苹果,7.23,水果
202102,香蕉,5.07,水果
202103,巨峰葡萄,9.36,水果
202103,鸭梨,5.89,水果
202103,西瓜,6.34,水果
202103,菠萝,5.67,水果
202103,富士苹果,7.10,水果
202103,香蕉,5.27,水果
202104,巨峰葡萄,11.21,水果
202104,鸭梨,5.67,水果
202104,西瓜,5.58,水果
202104,菠萝,4.96,水果
202104,富士苹果,6.99,水果
202104,香蕉,5.12,水果
202105,巨峰葡萄,14.54,水果
202105,鸭梨,5.16,水果
202105,西瓜,4.57,水果
202105,菠萝,4.46,水果
202105,富士苹果,6.70,水果
202105,香蕉,4.98,水果
202106,巨峰葡萄,13.30,水果
202106,鸭梨,4.91,水果
202106,西瓜,3.42,水果
202106,菠萝,4.56,水果
202106,富士苹果,6.38,水果
202106,香蕉,4.75,水果
202107,巨峰葡萄,10.87,水果
202107,鸭梨,4.51,水果
202107,西瓜,3.06,水果
202107,菠萝,5.37,水果
202107,富士苹果,6.25,水果
202107,香蕉,4.73,水果
202108,巨峰葡萄,9.26,水果
202108,鸭梨,4.06,水果
202108,西瓜,2.83,水果
202108,菠萝,5.82,水果
202108,富士苹果,6.34,水果
202108,香蕉,4.96,水果
202109,巨峰葡萄,8.35,水果
202109,鸭梨,4,水果
202109,西瓜,2.69,水果
202109,菠萝,6.24,水果
202109,富士苹果,6.62,水果
202109,香蕉,4.77,水果
202110,巨峰葡萄,8,水果
202110,鸭梨,3.95,水果
202110,西瓜,3.85,水果
202110,菠萝,6.60,水果
202110,富士苹果,6.67,水果
202110,香蕉,4.68,水果
202111,巨峰葡萄,8.27,水果
202111,鸭梨,3.92,水果
202111,西瓜,5.23,水果
202111,菠萝,6.81,水果
202111,富士苹果,6.63,水果
202111,香蕉,5.19,水果
202112,巨峰葡萄,8.68,水果
202112,鸭梨,3.98,水果
202112,西瓜,6.02,水果
202112,菠萝,6.45,水果
202112,富士苹果,6.66,水果
202112,香蕉,5.57,水果
202201,巨峰葡萄,9.06,水果
202201,鸭梨,4.29,水果
202201,西瓜,7.66,水果
202201,菠萝,6.25,水果
202201,富士苹果,6.62,水果
202201,香蕉,6.13,水果
202202,巨峰葡萄,10.23,水果
202202,鸭梨,4.76,水果
202202,西瓜,7.68,水果
202202,菠萝,5.86,水果
202202,富士苹果,6.92,水果
202202,香蕉,6.43,水果
202203,巨峰葡萄,10.02,水果
202203,鸭梨,4.74,水果
202203,西瓜,7.13,水果
202203,菠萝,5.65,水果
202203,富士苹果,6.91,水果
202203,香蕉,6.36,水果
202204,巨峰葡萄,12.08,水果
202204,鸭梨,5.51,水果
202204,西瓜,7.72,水果
202204,菠萝,5.34,水果
202204,富士苹果,7.26,水果
202204,香蕉,6.60,水果
202205,巨峰葡萄,12.65,水果
202205,鸭梨,6.30,水果
202205,西瓜,5.95,水果
202205,菠萝,5.25,水果
202205,富士苹果,7.88,水果
202205,香蕉,6.78,水果
202006,活草鱼,14.29,水产品
202006,活鲤鱼,12.74,水产品
202006,大带鱼,38.48,水产品
202006,花鲢活鱼,13.94,水产品
202006,白鲢活鱼,8.62,水产品
202006,活鲫鱼,18.92,水产品
202006,大黄花鱼,40.32,水产品
202007,活草鱼,13.94,水产品
202007,活鲤鱼,12.18,水产品
202007,大带鱼,38.65,水产品
202007,花鲢活鱼,13.75,水产品
202007,白鲢活鱼,8.52,水产品
202007,活鲫鱼,19.02,水产品
202007,大黄花鱼,40.46,水产品
202008,活草鱼,14.22,水产品
202008,活鲤鱼,12.37,水产品
202008,大带鱼,38.55,水产品
202008,花鲢活鱼,14.34,水产品
202008,白鲢活鱼,8.70,水产品
202008,活鲫鱼,19.45,水产品
202008,大黄花鱼,40.24,水产品
202009,活草鱼,14.12,水产品
202009,活鲤鱼,12.39,水产品
202009,大带鱼,38.45,水产品
202009,花鲢活鱼,13.94,水产品
202009,白鲢活鱼,8.44,水产品
202009,活鲫鱼,18.82,水产品
202009,大黄花鱼,40.78,水产品
202010,活草鱼,13.67,水产品
202010,活鲤鱼,12.20,水产品
202010,大带鱼,37.81,水产品
202010,花鲢活鱼,13.89,水产品
202010,白鲢活鱼,8.35,水产品
202010,活鲫鱼,17.81,水产品
202010,大黄花鱼,41.41,水产品
202011,活草鱼,13.28,水产品
202011,活鲤鱼,12.16,水产品
202011,大带鱼,37.43,水产品
202011,花鲢活鱼,13.43,水产品
202011,白鲢活鱼,8.35,水产品
202011,活鲫鱼,16.68,水产品
202011,大黄花鱼,42.19,水产品
202012,活草鱼,13.51,水产品
202012,活鲤鱼,12.12,水产品
202012,大带鱼,37.82,水产品
202012,花鲢活鱼,13.32,水产品
202012,白鲢活鱼,8.38,水产品
202012,活鲫鱼,16.61,水产品
202012,大黄花鱼,42.33,水产品
202101,活草鱼,14.40,水产品
202101,活鲤鱼,12.57,水产品
202101,大带鱼,39.67,水产品
202101,花鲢活鱼,13.77,水产品
202101,白鲢活鱼,8.80,水产品
202101,活鲫鱼,17.17,水产品
202101,大黄花鱼,43.01,水产品
202102,活草鱼,15.65,水产品
202102,活鲤鱼,13.44,水产品
202102,大带鱼,41.98,水产品
202102,花鲢活鱼,14.58,水产品
202102,白鲢活鱼,8.99,水产品
202102,活鲫鱼,17.71,水产品
202102,大黄花鱼,43.98,水产品
202103,活草鱼,16.41,水产品
202103,活鲤鱼,14.56,水产品
202103,大带鱼,42.77,水产品
202103,花鲢活鱼,16.18,水产品
202103,白鲢活鱼,9.14,水产品
202103,活鲫鱼,18.91,水产品
202103,大黄花鱼,43.29,水产品
202104,活草鱼,19.15,水产品
202104,活鲤鱼,16.37,水产品
202104,大带鱼,41.78,水产品
202104,花鲢活鱼,18.06,水产品
202104,白鲢活鱼,10.07,水产品
202104,活鲫鱼,20.35,水产品
202104,大黄花鱼,43.20,水产品
202105,活草鱼,21.68,水产品
202105,活鲤鱼,18.34,水产品
202105,大带鱼,44.65,水产品
202105,花鲢活鱼,19.95,水产品
202105,白鲢活鱼,10.93,水产品
202105,活鲫鱼,23.05,水产品
202105,大黄花鱼,43.82,水产品
202106,活草鱼,22.01,水产品
202106,活鲤鱼,18.94,水产品
202106,大带鱼,43.59,水产品
202106,花鲢活鱼,20.93,水产品
202106,白鲢活鱼,11.58,水产品
202106,活鲫鱼,24.23,水产品
202106,大黄花鱼,44.54,水产品
202107,活草鱼,22.28,水产品
202107,活鲤鱼,18.71,水产品
202107,大带鱼,39.63,水产品
202107,花鲢活鱼,20.14,水产品
202107,白鲢活鱼,12,水产品
202107,活鲫鱼,24.79,水产品
202107,大黄花鱼,46.16,水产品
202108,活草鱼,21.79,水产品
202108,活鲤鱼,17.36,水产品
202108,大带鱼,39.41,水产品
202108,花鲢活鱼,19.97,水产品
202108,白鲢活鱼,12.25,水产品
202108,活鲫鱼,23.67,水产品
202108,大黄花鱼,45.04,水产品
202109,活草鱼,20.55,水产品
202109,活鲤鱼,16.21,水产品
202109,大带鱼,41.44,水产品
202109,花鲢活鱼,19.49,水产品
202109,白鲢活鱼,11.63,水产品
202109,活鲫鱼,22.06,水产品
202109,大黄花鱼,44.13,水产品
202110,活草鱼,19.18,水产品
202110,活鲤鱼,15.91,水产品
202110,大带鱼,39.01,水产品
202110,花鲢活鱼,18.97,水产品
202110,白鲢活鱼,11.43,水产品
202110,活鲫鱼,20.97,水产品
202110,大黄花鱼,43.30,水产品
202111,活草鱼,18.16,水产品
202111,活鲤鱼,15.71,水产品
202111,大带鱼,40.64,水产品
202111,花鲢活鱼,18.16,水产品
202111,白鲢活鱼,11.25,水产品
202111,活鲫鱼,20.29,水产品
202111,大黄花鱼,41.80,水产品
202112,活草鱼,17.95,水产品
202112,活鲤鱼,15.92,水产品
202112,大带鱼,40.04,水产品
202112,花鲢活鱼,18.17,水产品
202112,白鲢活鱼,10.90,水产品
202112,活鲫鱼,20.18,水产品
202112,大黄花鱼,43.50,水产品
202201,活草鱼,17.68,水产品
202201,活鲤鱼,15.70,水产品
202201,大带鱼,42.76,水产品
202201,花鲢活鱼,17.93,水产品
202201,白鲢活鱼,10.59,水产品
202201,活鲫鱼,19.59,水产品
202201,大黄花鱼,43.16,水产品
202202,活草鱼,17.54,水产品
202202,活鲤鱼,15.71,水产品
202202,大带鱼,44.64,水产品
202202,花鲢活鱼,17.30,水产品
202202,白鲢活鱼,10.49,水产品
202202,活鲫鱼,19.75,水产品
202202,大黄花鱼,43.59,水产品
202203,活草鱼,16.91,水产品
202203,活鲤鱼,15.08,水产品
202203,大带鱼,42.48,水产品
202203,花鲢活鱼,17.77,水产品
202203,白鲢活鱼,10.05,水产品
202203,活鲫鱼,19.92,水产品
202203,大黄花鱼,44.72,水产品
202204,活草鱼,17.64,水产品
202204,活鲤鱼,15.40,水产品
202204,大带鱼,43.01,水产品
202204,花鲢活鱼,19.15,水产品
202204,白鲢活鱼,10.25,水产品
202204,活鲫鱼,20.81,水产品
202204,大黄花鱼,44.83,水产品
202205,活草鱼,17.45,水产品
202205,活鲤鱼,14.97,水产品
202205,大带鱼,43.12,水产品
202205,花鲢活鱼,18.90,水产品
202205,白鲢活鱼,10.08,水产品
202205,活鲫鱼,21.23,水产品
202205,大黄花鱼,44.10,水产品
